Timestamp,Temperatures,SetPoints
0,8.74,10
1,8.73,10
2,8.75,10
3,8.8,10
4,8.82,10
5,8.9,10
6,8.97,10
7,9.14,10
8,9.2,10
9,9.35,10
10,9.46,10
11,9.59,10
12,9.64,10
13,9.78,10
14,9.84,10
15,9.92,10
16,9.94,10
17,9.99,10
18,10.03,10
19,10.04,10
20,10.03,10
21,10.05,10
22,10.07,10
23,10.05,10
24,10.03,10
25,10.05,10
26,10.07,10
27,10.03,10
28,10.0,10
29,10.02,10
30,10.03,10
31,10.02,10
32,10.01,10
33,10.03,10
34,10.02,10
35,10.0,10
36,10.02,10
37,10.03,10
38,10.02,10
39,10.01,10
40,10.01,10
41,10.03,10
42,10.0,10
43,10.0,10
44,10.0,10
45,10.0,10
46,9.97,10
47,9.96,10
48,9.99,10
49,10.01,10
50,9.98,10
51,9.96,10
52,9.99,10
53,10.0,10
54,9.99,10
55,9.99,10
56,10.01,10
57,10.01,10
58,9.98,10
59,9.99,10
60,10.02,10
61,10.02,10
62,10.0,10
63,9.99,10
64,10.01,10
65,10.04,10
66,10.04,10
67,10.0,10
68,10.0,10
69,10.01,10
70,10.01,10
71,10.0,10
72,9.99,10
73,10.02,10
74,10.0,10
75,10.01,15
76,10.03,15
77,10.37,15
78,10.66,15
79,14.69,15
80,14.95,15
81,15.01,15
82,15.21,15
83,15.02,15
84,14.96,15
85,15.11,15
86,15.1,15
87,15.05,15
88,15.04,15
89,15.01,15
90,15.02,15
91,15.02,15
92,15.0,15
93,15.0,15
94,15.01,15
95,15.01,15
96,15.02,15
97,15.01,15
98,15.01,15
99,15.02,15
100,15.02,15
101,15.0,15
102,14.99,15
103,15.0,15
104,15.01,15
105,15.0,15
106,14.99,15
107,14.99,15
108,15.0,15
109,15.01,15
110,15.01,15
111,15.01,15
112,15.01,15
113,15.02,15
114,15.02,15
115,15.01,15
116,15.0,15
117,15.0,15
118,15.01,15
119,15.0,15
120,14.98,15
121,14.99,15
122,15.01,15
123,15.0,15
124,15.0,15
125,15.01,15
126,15.0,15
127,15.01,15
128,15.02,15
129,15.0,15
130,14.99,15
131,15.0,15
132,15.01,15
133,14.99,15
134,14.98,15
135,14.99,15
136,15.0,15
137,15.0,15
138,15.0,15
139,15.0,15
140,15.03,15
141,15.03,15
142,15.01,15
143,15.02,15
144,15.02,15
145,15.0,15
146,15.0,20
147,15.01,20
148,15.14,20
149,15.28,20
150,15.68,20
151,15.9,20
152,16.42,20
153,16.71,20
154,17.35,20
155,17.6,20
156,18.02,20
157,18.37,20
158,18.52,20
159,18.79,20
160,18.91,20
161,19.13,20
162,19.24,20
163,19.42,20
164,19.5,20
165,19.66,20
166,19.73,20
167,19.83,20
168,19.85,20
169,19.89,20
170,19.9,20
171,19.9,20
172,19.9,20
173,19.9,20
174,19.92,20
175,19.91,20
176,19.88,20
177,19.88,20
178,19.89,20
179,19.87,20
180,19.86,20
181,19.86,20
182,19.87,20
183,19.88,20
184,19.87,20
185,19.91,20
186,19.93,20
187,19.93,20
188,19.96,20
189,19.94,20
190,19.92,20
191,19.91,20
192,19.94,20
193,19.9,20
194,19.9,20
195,19.91,20
196,19.92,20
197,19.91,20
198,19.9,20
199,19.91,20
200,19.93,20
201,19.87,20
202,19.9,20
203,19.9,20
204,19.89,20
205,19.9,20
206,19.88,20
207,19.9,20
208,19.87,20
209,19.85,20
210,19.89,20
211,19.88,20
212,19.88,20
213,19.87,20
214,19.86,20
215,19.91,20
216,19.92,20
217,19.91,20
218,19.92,20
219,19.94,20
220,19.94,20
221,19.92,20
222,19.9,20
223,19.9,20
224,19.91,20
225,19.91,20
226,19.91,20
227,19.91,20
228,19.91,20
229,19.95,20
230,19.93,20
231,19.93,20
232,19.94,20
233,19.94,20
234,19.95,20
235,19.94,20
236,19.94,20
237,19.96,20
238,19.92,20
239,19.94,20
240,19.91,20
241,19.91,20
242,19.89,20
243,19.89,20
244,19.89,20
245,19.89,20
246,19.87,20
247,19.91,20
248,19.91,20
249,19.94,20
250,19.95,20
251,19.93,20
252,19.94,20
253,19.95,20
254,19.93,20
255,19.93,20
