Timestamp,Temperatures,SetPoints
0,22.44,30
1,22.1,30
2,21.53,30
3,21.42,30
4,21.58,30
5,21.8,30
6,22.39,30
7,22.75,30
8,23.64,30
9,24.02,30
10,24.92,30
11,25.37,30
12,26.12,30
13,26.46,30
14,27.04,30
15,27.58,30
16,27.81,30
17,28.27,30
18,28.48,30
19,28.88,30
20,29.06,30
21,29.44,30
22,29.6,30
23,29.93,30
24,30.26,30
25,30.41,30
26,30.71,30
27,30.85,30
28,31.12,30
29,31.25,30
30,31.52,30
31,31.63,30
32,31.86,30
33,32.09,30
34,32.2,30
35,32.41,30
36,32.51,30
37,32.7,30
38,32.79,30
39,32.97,30
40,33.15,30
41,33.23,30
42,33.39,30
43,33.46,30
44,33.61,30
45,33.68,30
46,33.82,30
47,33.94,30
48,34.01,30
49,34.13,30
50,34.19,30
51,34.33,30
52,34.38,30
53,34.49,30
54,34.59,30
55,34.63,30
56,34.72,30
57,34.76,30
58,34.82,30
59,34.85,30
60,34.92,30
61,34.95,30
62,35.01,30
63,35.07,30
64,35.09,30
65,35.12,30
66,35.21,30
67,35.25,30
68,35.29,30
69,35.33,30
70,35.34,30
71,35.37,30
72,35.37,30
73,35.34,30
74,35.35,30
75,35.36,30
76,35.37,30
77,35.37,30
78,35.37,30
79,35.36,30
80,35.35,30
81,35.35,30
82,35.33,30
83,35.33,30
84,35.31,30
85,35.29,30
86,35.27,30
87,35.24,30
88,35.23,30
89,35.19,30
90,35.17,30
91,35.15,30
92,35.1,30
93,35.08,30
94,35.02,30
95,35.0,30
96,34.94,30
97,34.89,30
98,34.83,30
99,34.79,30
100,34.73,30
101,34.66,30
102,34.61,30
103,34.54,30
104,34.5,30
105,34.42,30
106,34.37,30
107,34.29,30
108,34.25,30
109,34.15,30
110,34.06,30
111,34.01,30
112,33.91,30
113,33.86,30
114,33.76,30
115,33.66,30
116,33.61,30
117,33.5,30
118,33.44,30
119,33.34,30
120,33.28,30
121,33.17,30
122,33.11,30
123,32.99,30
124,32.87,30
125,32.81,30
126,32.69,30
127,32.63,30
128,32.51,30
129,32.44,30
130,32.32,30
131,32.18,30
132,32.11,30
133,31.98,30
134,31.92,30
135,31.78,30
136,31.72,30
137,31.59,30
138,31.46,30
139,31.39,30
140,31.25,30
141,31.18,30
142,31.04,30
143,30.97,30
144,30.84,30
145,30.77,30
146,30.64,30
147,30.5,30
148,30.43,30
149,30.29,30
150,30.23,30
151,30.09,30
152,30.02,30
153,29.89,30
154,29.83,30
155,29.7,30
156,29.57,30
157,29.51,30
158,29.39,30
159,29.33,30
160,29.2,30
161,29.14,30
162,29.02,30
163,28.9,30
164,28.85,30
165,28.74,30
166,28.69,30
167,28.58,30
168,28.52,30
169,28.42,30
170,28.37,30
171,28.28,30
172,28.19,30
173,28.14,30
174,28.06,30
175,28.02,30
176,27.94,30
177,27.91,30
178,27.85,30
179,27.81,30
180,27.75,30
181,27.73,30
182,27.68,30
183,27.63,30
184,27.6,30
185,27.56,30
186,27.54,30
187,27.51,30
188,27.5,30
189,27.47,30
190,27.46,30
191,27.44,30
192,27.44,30
193,27.43,30
194,27.42,30
195,27.42,30
196,27.42,30
197,27.43,30
198,27.44,30
199,27.44,30
200,27.46,30
201,27.47,30
202,27.49,30
203,27.51,30
204,27.53,30
205,27.56,30
206,27.58,30
207,27.62,30
208,27.64,30
209,27.68,30
210,27.7,30
211,27.75,30
212,27.77,30
213,27.83,30
214,27.9,30
215,27.93,30
216,28.0,30
217,28.03,30
218,28.09,30
219,28.11,30
220,28.15,30
221,28.17,30
222,28.21,30
223,28.27,30
224,28.31,30
225,28.37,30
226,28.4,30
227,28.48,30
228,28.51,30
229,28.58,30
230,28.6,30
231,28.67,30
232,28.73,30
233,28.75,30
234,28.81,30
235,28.84,30
236,28.91,30
237,28.93,30
238,29.0,30
239,29.03,30
240,29.09,30
241,29.13,30
242,29.18,30
243,29.25,30
244,29.28,30
245,29.34,30
246,29.37,30
247,29.43,30
248,29.46,30
249,29.51,30
250,29.55,30
251,29.62,30
252,29.67,30
253,29.7,30
254,29.75,30
255,29.78,30
256,29.86,30
257,29.87,30
258,29.92,30
259,29.95,30
260,30.0,30
261,30.05,30
262,30.06,30
263,30.09,30
264,30.12,30
265,30.16,30
266,30.19,30
267,30.23,30
268,30.25,30
269,30.29,30
270,30.35,30
271,30.37,30
272,30.41,30
273,30.45,30
274,30.5,30
