Timestamp,Temperatures,SetPoints
0,9.62,10
1,9.59,10
2,9.55,10
3,9.54,10
4,9.51,10
5,9.49,10
6,9.47,10
7,9.47,10
8,9.51,10
9,9.55,10
10,9.56,10
11,9.57,10
12,9.66,10
13,9.69,10
14,9.73,10
15,9.76,10
16,9.83,10
17,9.84,10
18,9.85,10
19,9.88,10
20,9.94,10
21,9.94,10
22,9.94,10
23,9.97,10
24,9.98,10
25,9.97,10
26,9.98,10
27,10.0,10
28,10.0,10
29,9.98,10
30,9.98,10
31,10.01,10
32,10.0,10
33,9.98,10
34,9.98,10
35,10.0,10
36,9.99,10
37,9.98,10
38,9.99,10
39,9.99,10
40,9.97,10
41,9.95,10
42,9.97,10
43,9.99,10
44,9.98,10
45,9.97,10
46,10.0,10
47,10.0,10
48,9.99,10
49,10.0,10
50,10.02,10
51,10.01,10
52,10.0,10
53,10.01,10
54,10.02,10
55,10.0,10
56,10.0,10
57,10.0,10
58,10.0,10
59,9.97,10
60,9.96,10
61,9.99,10
62,10.0,10
63,9.98,10
64,9.97,10
65,9.98,10
66,10.01,10
67,10.02,10
68,10.0,10
69,10.01,10
70,10.03,10
71,10.02,10
72,10.0,10
73,10.0,10
74,10.03,10
75,10.02,10
76,10.01,10
77,10.01,10
78,10.03,10
79,10.02,10
80,10.0,10
81,10.0,10
82,10.0,10
83,9.99,10
84,9.97,10
85,9.99,10
86,10.01,10
87,9.98,10
88,9.97,10
89,10.0,10
90,10.0,10
91,9.99,10
92,9.99,10
93,10.01,10
94,10.01,10
95,9.98,10
96,9.99,10
97,10.03,10
98,10.03,10
99,10.0,10
100,10.0,10
101,10.02,10
102,10.02,10
103,9.99,10
104,9.99,10
105,9.99,10
106,9.98,10
107,9.98,10
108,9.99,10
109,10.02,10
110,10.01,10
111,10.0,10
112,10.01,10
113,10.01,10
114,9.98,10
115,9.99,10
116,10.0,10
117,9.99,10
118,9.98,10
119,10.0,10
120,10.01,10
121,10.01,10
122,10.01,10
123,10.01,10
124,10.02,10
125,10.0,10
126,10.0,10
127,10.03,10
128,10.05,10
129,10.02,10
130,10.01,10
131,10.04,10
132,10.05,10
133,10.01,10
134,10.01,10
135,10.01,10
136,10.01,10
137,10.0,10
138,10.0,10
139,10.03,10
140,10.0,15
141,10.01,15
142,10.31,15
143,10.59,15
144,14.59,15
145,15.19,15
146,15.03,15
147,15.18,15
148,15.14,15
149,14.96,15
150,14.99,15
151,15.07,15
152,15.06,15
153,15.05,15
154,15.04,15
155,15.02,15
156,15.02,15
157,15.02,15
158,15.02,15
159,15.02,15
160,14.99,15
161,14.99,15
162,15.01,15
163,15.0,15
164,14.98,15
165,14.98,15
166,15.0,15
167,15.01,15
168,15.01,15
169,15.0,15
170,15.01,15
171,15.02,15
172,15.02,15
173,15.01,15
174,14.99,15
175,15.0,15
176,15.0,15
177,14.99,15
178,14.98,15
179,14.99,15
180,15.0,15
181,15.0,15
182,15.0,15
183,15.01,15
184,15.02,15
185,15.03,15
186,15.03,15
187,15.02,15
188,15.01,15
189,15.02,15
190,15.02,15
191,15.0,15
192,14.98,15
193,14.99,15
194,15.0,15
195,15.0,15
196,14.99,15
197,15.0,15
198,15.0,15
199,15.0,15
200,15.01,15
201,15.01,15
202,14.99,15
203,14.99,15
204,14.99,15
205,15.02,15
206,15.01,15
207,14.98,15
208,14.99,15
209,15.03,15
210,15.0,15
211,14.99,15
212,15.0,15
213,15.01,15
214,15.01,15
215,15.0,15
216,15.01,15
217,15.01,15
218,15.01,15
219,15.01,15
220,15.01,15
221,15.0,15
222,15.01,15
223,15.02,15
224,15.01,15
225,15.0,15
226,15.01,15
227,15.01,15
228,15.0,15
229,14.99,15
230,15.0,15
231,15.02,15
232,15.01,15
233,15.0,15
234,15.01,15
235,15.02,15
236,15.02,15
237,15.02,15
238,15.02,15
239,15.0,15
240,15.01,15
241,15.01,15
242,14.98,15
243,14.98,15
244,14.99,15
245,15.0,15
246,14.98,15
247,14.98,15
248,15.0,15
249,14.99,15
250,15.0,15
251,15.0,15
252,15.0,15
253,14.99,15
254,15.0,15
255,15.01,15
256,15.0,15
257,14.99,15
258,14.99,15
259,15.0,15
260,15.0,15
261,15.0,15
262,15.01,15
263,15.02,15
264,15.02,15
265,15.02,15
266,15.02,15
267,15.0,15
268,15.01,15
269,15.0,20
270,14.99,20
271,15.06,20
272,22.34,20
273,24.0,20
274,25.53,20
275,26.16,20
276,26.23,20
277,25.94,20
278,25.75,20
279,25.66,20
280,25.57,20
281,24.87,20
282,24.5,20
283,23.65,20
284,23.24,20
285,22.36,20
286,21.84,20
287,20.67,20
288,20.04,20
289,18.85,20
290,18.33,20
291,17.51,20
292,17.24,20
293,16.99,20
294,17.02,20
295,17.38,20
296,17.67,20
297,18.4,20
298,18.78,20
299,19.5,20
300,19.82,20
301,20.31,20
302,20.48,20
303,20.73,20
304,20.79,20
305,20.8,20
306,20.76,20
307,20.63,20
308,20.54,20
309,20.33,20
310,20.22,20
311,20.04,20
312,19.95,20
313,19.8,20
314,19.76,20
315,19.72,20
316,19.72,20
317,19.75,20
318,19.78,20
319,19.87,20
320,19.92,20
321,20.0,20
322,20.04,20
323,20.11,20
324,20.13,20
325,20.16,20
326,20.18,20
327,20.19,20
328,20.18,20
329,20.15,20
330,20.13,20
331,20.1,20
332,20.07,20
333,20.05,20
334,20.02,20
335,20.01,20
336,19.98,20
337,19.96,20
338,19.93,20
339,19.93,20
340,19.91,20
341,19.89,20
342,19.88,20
343,19.89,20
344,19.9,20
345,19.92,20
346,19.94,20
347,19.98,20
348,19.99,20
349,20.01,20
350,20.02,20
351,20.04,20
352,20.05,20
353,20.04,20
354,20.04,20
355,20.04,20
356,20.04,20
357,20.03,20
358,20.03,20
359,20.03,20
360,20.03,20
361,20.02,20
362,20.01,20
363,20.01,20
364,20.0,20
365,19.99,20
366,19.99,20
367,19.99,20
368,19.98,20
369,19.99,20
370,19.99,20
371,20.0,20
372,20.01,20
373,20.02,20
374,20.03,20
375,20.04,20
376,20.04,20
377,20.04,20
378,20.04,20
379,20.03,20
380,20.02,20
381,20.01,20
382,20.01,20
383,19.99,20
384,19.99,20
385,19.99,20
386,20.0,20
387,19.99,20
388,19.99,20
389,20.01,20
390,20.01,20
391,20.02,20
392,20.03,20
393,20.03,20
394,20.03,20
395,20.01,20
396,20.01,20
397,20.02,20
398,20.02,20
399,20.03,20
400,20.07,20
401,20.09,20
402,20.12,20
403,20.14,20
404,20.16,20
405,20.16,20
406,20.14,20
407,20.14,20
408,20.11,20
409,20.09,20
410,20.04,20
411,20.01,20
412,19.97,20
413,19.94,20
414,19.88,20
415,19.87,20
416,19.84,20
417,19.83,20
418,19.83,20
419,19.84,20
420,19.87,20
421,19.88,20
422,19.91,20
423,19.93,20
424,19.95,20
425,19.96,20
426,19.98,20
427,19.99,20
428,20.0,20
429,20.01,20
430,20.04,20
431,20.06,20
432,20.08,20
433,20.09,20
434,20.11,20
435,20.11,20
436,20.1,20
437,20.09,20
438,20.07,20
439,20.05,20
440,19.99,20
441,19.97,20
442,19.93,20
443,19.91,20
444,19.88,20
445,19.88,20
446,19.87,20
447,19.87,20
448,19.88,20
449,19.9,20
450,19.93,20
451,19.94,20
452,19.97,20
453,20.0,20
454,20.03,20
455,20.04,20
456,20.06,20
457,20.07,20
458,20.07,20
459,20.07,20
460,20.07,20
461,20.08,20
462,20.08,20
463,20.09,20
464,20.09,20
465,20.1,20
466,20.1,20
467,20.09,20
468,20.08,20
469,20.07,20
470,20.05,20
471,20.03,20
472,20.02,20
473,19.99,20
474,19.97,20
475,19.94,20
476,19.93,20
477,19.91,20
478,19.91,20
479,19.91,20
480,19.92,20
481,19.94,20
482,19.96,20
483,20.0,20
484,20.02,20
485,20.04,20
486,20.05,20
487,20.07,20
488,20.07,20
489,20.07,20
490,20.07,20
491,20.06,20
492,20.05,20
493,20.02,20
494,20.01,20
495,20.0,20
496,19.98,20
497,19.97,20
498,19.97,20
499,19.98,20
500,19.98,20
501,19.98,20
502,19.99,20
503,20.0,20
504,20.0,20
505,20.0,20
506,20.01,20
507,20.01,20
508,20.0,20
509,20.0,20
510,20.0,20
511,20.0,20
512,19.99,20
513,19.99,20
514,19.99,20
515,19.99,20
516,19.99,20
517,20.0,20
518,20.01,20
519,20.01,20
520,20.02,20
521,20.02,20
522,20.03,20
523,20.02,20
524,20.01,20
525,20.02,20
526,20.02,20
527,20.0,20
528,20.0,20
529,19.99,20
530,19.99,20
531,19.98,20
532,19.98,20
533,19.98,20
534,19.98,20
535,19.97,20
536,19.98,20
537,19.99,20
538,19.99,20
539,20.0,20
540,20.0,20
541,20.01,20
542,20.01,20
543,20.02,20
544,20.02,20
545,20.02,20
546,20.01,20
547,20.0,20
548,20.0,20
549,20.0,20
550,19.99,20
551,20.0,20
552,20.01,20
553,20.01,20
554,20.01,20
555,20.03,20
556,20.03,20
557,20.02,20
558,20.01,20
559,20.01,20
560,20.0,20
561,20.0,20
562,19.99,20
563,19.99,20
564,19.97,20
565,19.96,20
566,19.96,20
567,19.97,20
568,19.97,20
569,20.0,25
570,20.01,25
571,20.13,25
572,20.27,25
573,20.8,25
574,21.14,25
575,21.96,25
576,22.37,25
577,23.23,25
578,23.64,25
579,24.52,25
580,24.91,25
581,25.9,25
582,26.3,25
583,26.95,25
584,27.44,25
585,27.65,25
586,27.97,25
587,28.12,25
588,28.34,25
589,28.43,25
590,28.54,25
591,28.57,25
592,28.59,25
593,28.58,25
594,28.54,25
595,28.49,25
596,28.38,25
597,28.22,25
598,28.12,25
599,27.91,25
600,27.8,25
601,27.54,25
602,27.39,25
603,27.07,25
604,26.91,25
605,26.58,25
606,26.39,25
607,25.99,25
608,25.64,25
609,25.43,25
610,24.98,25
611,24.83,25
612,24.51,25
613,24.34,25
614,23.99,25
615,23.9,25
616,23.75,25
617,23.69,25
618,23.66,25
619,23.67,25
620,23.75,25
621,23.81,25
622,23.97,25
623,24.1,25
624,24.39,25
625,24.52,25
626,24.77,25
627,24.87,25
628,25.07,25
629,25.32,25
630,25.43,25
631,25.59,25
632,25.66,25
633,25.72,25
634,25.81,25
635,25.84,25
636,25.89,25
637,25.9,25
638,25.92,25
639,25.91,25
640,25.9,25
641,25.88,25
642,25.84,25
643,25.81,25
644,25.74,25
645,25.7,25
646,25.61,25
647,25.56,25
648,25.44,25
649,25.31,25
650,25.24,25
651,25.1,25
652,25.03,25
653,24.94,25
654,24.9,25
655,24.83,25
656,24.8,25
657,24.73,25
658,24.71,25
659,24.67,25
660,24.66,25
661,24.64,25
662,24.64,25
663,24.66,25
664,24.67,25
665,24.71,25
666,24.76,25
667,24.78,25
668,24.83,25
669,24.86,25
670,24.91,25
671,24.94,25
672,24.98,25
673,25.01,25
674,25.08,25
675,25.12,25
676,25.17,25
677,25.19,25
678,25.23,25
679,25.26,25
680,25.27,25
681,25.28,25
682,25.28,25
683,25.29,25
684,25.28,25
685,25.27,25
686,25.26,25
687,25.23,25
688,25.22,25
689,25.19,25
690,25.17,25
691,25.14,25
692,25.11,25
693,25.09,25
694,25.06,25
695,25.04,25
696,25.01,25
697,25.0,25
698,24.98,25
699,24.97,25
700,24.95,25
701,24.95,25
702,24.94,25
703,24.93,25
704,24.93,25
705,24.93,25
706,24.93,25
707,24.93,25
708,24.93,25
709,24.94,25
710,24.95,25
711,24.96,25
712,24.96,25
713,24.97,25
714,24.98,25
715,24.99,25
716,24.99,25
717,25.01,25
718,25.02,25
719,25.03,25
720,25.04,25
721,25.04,25
722,25.05,25
723,25.06,25
724,25.06,25
725,25.07,25
726,25.08,25
727,25.08,25
728,25.09,25
729,25.08,25
730,25.08,25
731,25.07,25
732,25.07,25
733,25.06,25
734,25.04,25
735,25.04,25
736,25.02,25
737,25.02,25
738,25.01,25
739,25.0,25
740,25.0,25
741,24.99,25
742,24.99,25
743,24.98,25
744,24.98,25
745,24.98,25
746,24.98,25
747,24.97,25
748,24.97,25
749,24.97,25
750,24.98,25
751,24.98,25
752,24.98,25
753,24.99,25
754,24.99,25
755,25.0,25
756,25.01,25
757,25.02,25
758,25.03,25
759,25.03,25
760,25.05,25
761,25.05,25
762,25.05,25
763,25.06,25
764,25.06,25
765,25.06,25
766,25.06,25
767,25.05,25
768,25.05,25
769,25.05,25
770,25.04,25
771,25.04,25
772,25.04,25
773,25.03,25
774,25.03,25
775,25.02,25
776,25.02,25
777,25.01,25
778,25.0,25
779,25.0,25
780,25.0,25
781,25.0,25
782,24.99,25
783,24.99,25
784,24.99,25
785,24.99,25
786,24.99,25
787,24.99,25
788,24.99,25
789,24.99,25
790,24.99,25
791,24.99,25
792,24.99,25
793,24.99,25
794,24.99,25
795,24.99,25
796,24.99,25
797,24.99,25
798,24.99,25
799,24.99,25
800,24.99,25
801,24.99,25
802,24.99,25
803,24.99,25
804,25.0,25
805,25.0,25
806,25.0,25
807,25.0,25
808,25.0,25
809,25.0,25
810,25.01,25
811,25.01,25
812,25.02,25
813,25.03,30
814,25.03,30
815,25.05,30
816,25.07,30
817,25.15,30
818,25.2,30
819,25.35,30
820,25.56,30
821,25.67,30
822,25.92,30
823,26.07,30
824,26.45,30
825,26.63,30
826,26.99,30
827,27.2,30
828,27.61,30
829,27.8,30
830,28.19,30
831,28.59,30
832,28.77,30
833,29.14,30
834,29.32,30
835,29.67,30
836,29.84,30
837,30.16,30
838,30.32,30
839,30.62,30
840,30.89,30
841,31.01,30
842,31.27,30
843,31.39,30
844,31.61,30
845,31.71,30
846,31.91,30
847,32.08,30
848,32.17,30
849,32.32,30
850,32.38,30
851,32.5,30
852,32.56,30
853,32.65,30
854,32.69,30
855,32.76,30
856,32.81,30
857,32.83,30
858,32.85,30
859,32.86,30
860,32.86,30
861,32.86,30
862,32.84,30
863,32.83,30
864,32.79,30
865,32.73,30
866,32.7,30
867,32.63,30
868,32.59,30
869,32.5,30
870,32.45,30
871,32.34,30
872,32.28,30
873,32.16,30
874,32.02,30
875,31.95,30
876,31.81,30
877,31.73,30
878,31.66,30
879,31.49,30
880,31.4,30
881,31.22,30
882,31.13,30
883,30.94,30
884,30.75,30
885,30.66,30
886,30.47,30
887,30.38,30
888,30.19,30
889,30.09,30
890,29.91,30
891,29.72,30
892,29.63,30
893,29.45,30
894,29.36,30
895,29.18,30
896,29.09,30
897,28.93,30
898,28.85,30
899,28.71,30
900,28.58,30
901,28.52,30
902,28.4,30
903,28.35,30
904,28.26,30
905,28.22,30
906,28.15,30
907,28.13,30
908,28.09,30
909,28.06,30
910,28.06,30
911,28.06,30
912,28.07,30
913,28.11,30
914,28.13,30
915,28.18,30
916,28.22,30
917,28.3,30
918,28.38,30
919,28.43,30
920,28.53,30
921,28.58,30
922,28.7,30
923,28.75,30
924,28.88,30
925,28.94,30
926,29.07,30
927,29.14,30
928,29.28,30
929,29.42,30
930,29.49,30
931,29.62,30
932,29.68,30
933,29.81,30
934,29.87,30
935,29.99,30
936,30.04,30
937,30.16,30
938,30.27,30
939,30.33,30
940,30.42,30
941,30.47,30
942,30.56,30
943,30.61,30
944,30.68,30
945,30.72,30
946,30.79,30
947,30.85,30
948,30.88,30
949,30.93,30
950,30.95,30
951,30.99,30
952,31.0,30
953,31.03,30
954,31.04,30
955,31.06,30
956,31.07,30
957,31.08,30
958,31.08,30
959,31.07,30
960,31.07,30
961,31.06,30
962,31.04,30
963,31.02,30
964,31.01,30
965,30.99,30
966,30.97,30
967,30.94,30
968,30.92,30
969,30.88,30
970,30.86,30
971,30.81,30
972,30.77,30
973,30.74,30
974,30.69,30
975,30.66,30
976,30.6,30
977,30.57,30
978,30.51,30
979,30.47,30
980,30.41,30
981,30.34,30
982,30.31,30
983,30.24,30
984,30.21,30
985,30.14,30
986,30.11,30
987,30.04,30
988,29.98,30
989,29.95,30
990,29.89,30
991,29.86,30
992,29.81,30
993,29.78,30
994,29.73,30
995,29.7,30
996,29.65,30
997,29.63,30
998,29.59,30
999,29.54,30
1000,29.52,30
1001,29.49,30
1002,29.47,30
1003,29.44,30
1004,29.42,30
1005,29.4,30
1006,29.39,30
1007,29.37,30
1008,29.36,30
1009,29.35,30
1010,29.35,30
1011,29.35,30
1012,29.36,30
1013,29.36,30
1014,29.37,30
1015,29.39,30
1016,29.41,30
1017,29.43,30
1018,29.44,30
1019,29.47,30
1020,29.49,30
1021,29.52,30
1022,29.54,30
1023,29.57,30
1024,29.59,30
1025,29.63,30
1026,29.65,30
1027,29.7,30
1028,29.74,30
1029,29.77,30
1030,29.81,30
1031,29.84,30
1032,29.88,30
1033,29.91,30
1034,29.96,30
1035,29.98,30
1036,30.03,30
1037,30.07,30
1038,30.09,30
1039,30.13,30
1040,30.15,30
1041,30.19,30
1042,30.22,30
1043,30.25,30
1044,30.27,30
1045,30.31,30
1046,30.35,30
1047,30.36,30
1048,30.39,30
1049,30.4,30
1050,30.42,30
1051,30.43,30
1052,30.45,30
1053,30.45,30
1054,30.46,30
1055,30.47,30
1056,30.47,30
1057,30.47,30
1058,30.47,30
1059,30.47,30
1060,30.47,30
1061,30.46,30
1062,30.46,30
1063,30.45,30
1064,30.44,30
1065,30.43,30
1066,30.41,30
1067,30.4,30
1068,30.39,30
1069,30.38,30
1070,30.36,30
1071,30.34,30
1072,30.33,30
1073,30.31,30
1074,30.3,30
1075,30.27,30
1076,30.27,30
1077,30.24,30
1078,30.23,30
1079,30.2,30
1080,30.18,30
1081,30.16,30
1082,30.14,30
1083,30.12,30
1084,30.09,30
1085,30.08,30
1086,30.04,30
1087,30.02,30
1088,30.0,30
1089,29.98,30
1090,29.96,30
1091,29.94,30
1092,29.93,30
1093,29.91,30
1094,29.89,30
1095,29.87,30
1096,29.86,30
1097,29.84,30
1098,29.82,30
1099,29.81,30
1100,29.8,30
1101,29.79,30
1102,29.78,30
1103,29.77,30
1104,29.77,30
1105,29.76,30
1106,29.75,30
1107,29.74,30
1108,29.73,30
1109,29.73,30
1110,29.73,30
1111,29.73,30
1112,29.73,30
1113,29.73,30
1114,29.73,30
1115,29.73,30
1116,29.73,30
1117,29.74,30
1118,29.75,30
1119,29.76,30
1120,29.77,30
1121,29.78,30
1122,29.79,30
1123,29.8,30
1124,29.81,30
1125,29.82,30
1126,29.84,30
1127,29.86,30
1128,29.86,30
1129,29.88,30
1130,29.89,30
1131,29.91,30
1132,29.91,30
1133,29.93,30
1134,29.94,30
1135,29.96,30
1136,29.97,30
1137,29.99,30
1138,30.0,30
1139,30.02,30
1140,30.04,30
1141,30.05,30
1142,30.07,30
1143,30.08,30
1144,30.1,30
1145,30.11,30
1146,30.12,30
1147,30.14,30
1148,30.15,30
1149,30.16,30
1150,30.17,30
1151,30.18,30
1152,30.19,30
1153,30.19,30
1154,30.2,30
1155,30.2,30
1156,30.21,30
1157,30.21,30
1158,30.22,30
1159,30.22,30
1160,30.22,30
1161,30.22,30
1162,30.22,30
1163,30.22,30
1164,30.21,30
1165,30.21,30
1166,30.21,30
1167,30.2,30
1168,30.2,30
1169,30.19,30
1170,30.19,30
1171,30.19,30
1172,30.19,30
1173,30.18,30
1174,30.17,30
1175,30.17,30
1176,30.16,30
1177,30.15,30
1178,30.14,30
1179,30.14,30
1180,30.12,30
1181,30.12,30
1182,30.11,30
1183,30.09,30
1184,30.08,30
1185,30.07,30
1186,30.07,30
1187,30.05,30
1188,30.04,30
1189,30.03,30
1190,30.02,30
1191,30.01,30
1192,30.0,30
1193,30.0,30
1194,29.99,30
1195,29.98,30
1196,29.98,30
1197,29.97,30
1198,29.96,30
1199,29.96,30
1200,29.95,30
1201,29.94,30
1202,29.94,30
