Timestamp,Temperatures
0,370.1
1,370.1
2,370.1
3,370.1
4,370.1
5,370.1
6,370.1
7,370.1
8,370.1
9,370.1
10,370.1
11,370.1
12,370.1
13,370.1
14,370.1
15,370.1
16,370.1
17,370.1
18,370.1
19,370.1
20,370.1
21,370.1
22,370.1
23,370.1
24,370.1
25,370.1
26,370.1
27,370.1
28,370.1
29,370.1
30,370.1
31,370.1
32,370.1
33,370.1
34,370.1
35,370.1
36,370.1
37,370.1
38,370.1
39,370.1
40,370.1
41,370.1
42,370.1
43,370.1
44,370.1
45,370.1
46,370.1
47,370.1
48,370.1
49,370.1
50,370.1
51,370.1
52,370.1
53,370.1
54,370.1
55,370.1
56,370.1
57,370.1
58,370.1
59,370.1
60,370.1
61,370.1
62,370.1
63,370.1
64,370.1
65,370.1
66,370.1
67,370.1
68,370.1
69,370.1
70,370.1
71,370.1
72,370.1
73,370.1
74,370.1
75,370.1
76,370.1
77,370.1
78,370.1
79,370.1
80,370.1
81,370.1
82,370.1
83,370.1
84,370.1
85,370.1
86,370.1
87,370.1
88,370.1
89,370.1
90,370.1
91,370.1
92,370.1
93,370.1
94,370.1
95,370.1
96,370.1
97,370.1
98,370.1
99,370.1
100,370.1
101,370.1
102,370.1
103,370.1
104,370.1
105,370.1
106,370.1
107,370.1
108,370.1
109,370.1
110,370.1
111,370.1
112,370.1
113,370.1
114,370.1
115,370.1
116,370.1
117,370.1
118,370.0
119,370.0
120,370.0
121,370.0
122,370.0
123,370.0
124,370.0
125,370.0
126,370.0
127,370.0
128,370.1
129,370.1
130,370.1
131,370.2
132,370.2
133,370.3
134,370.3
135,370.4
136,370.5
137,370.6
138,370.6
139,370.7
140,370.8
141,370.9
142,371.0
143,371.0
144,371.1
145,371.2
146,371.3
147,371.4
148,371.4
149,371.5
150,371.6
151,371.7
152,371.8
153,371.9
154,371.9
155,372.0
156,372.1
157,372.2
158,372.3
159,372.3
160,372.4
161,372.5
162,372.6
163,372.7
164,372.7
165,372.8
166,372.9
167,373.0
168,373.1
169,373.2
170,373.3
171,373.3
172,373.4
173,373.5
174,373.6
175,373.7
176,373.7
177,373.8
178,373.9
179,374.0
180,374.1
181,374.1
182,374.2
183,374.3
184,374.4
185,374.5
186,374.6
187,374.6
188,374.7
189,374.8
190,374.9
191,374.9
192,375.0
193,375.1
194,375.2
195,375.3
196,375.4
197,375.4
198,375.5
199,375.6
200,375.7
201,375.7
202,375.8
203,375.9
204,376.0
205,376.0
206,376.1
207,376.2
208,376.3
209,376.4
210,376.5
211,376.5
212,376.6
213,376.7
214,376.8
215,376.8
216,376.9
217,377.0
218,377.1
219,377.2
220,377.3
221,377.3
222,377.4
223,377.5
224,377.6
225,377.6
226,377.7
227,377.8
228,377.8
229,377.9
230,378.0
231,378.1
232,378.2
233,378.2
234,378.3
235,378.4
236,378.5
237,378.6
238,378.6
239,378.7
240,378.8
241,378.9
242,378.9
243,379.0
244,379.1
245,379.1
246,379.2
247,379.3
248,379.4
249,379.5
250,379.6
251,379.6
252,379.7
253,379.8
254,379.9
255,379.9
256,380.0
257,380.1
258,380.2
259,380.2
260,380.3
261,380.4
262,380.5
263,380.5
264,380.6
265,380.7
266,380.8
267,380.8
268,380.9
269,380.9
270,381.0
271,381.0
272,381.1
273,381.2
274,381.2
275,381.2
276,381.3
277,381.3
278,381.4
279,381.4
280,381.4
281,381.5
282,381.5
283,381.5
284,381.5
285,381.6
286,381.6
287,381.6
288,381.6
289,381.6
290,381.6
291,381.6
292,381.6
293,381.6
294,381.6
295,381.6
296,381.6
297,381.6
298,381.6
299,381.6
300,381.6
301,381.5
302,381.5
303,381.5
304,381.5
305,381.5
306,381.4
307,381.4
308,381.4
309,381.4
310,381.3
311,381.3
312,381.3
313,381.3
314,381.2
315,381.2
316,381.2
317,381.1
318,381.1
319,381.1
320,381.0
321,381.0
322,380.9
323,380.9
324,380.9
325,380.8
326,380.8
327,380.8
328,380.7
329,380.7
330,380.6
331,380.6
332,380.6
333,380.5
334,380.5
335,380.4
336,380.4
337,380.4
338,380.3
339,380.3
340,380.3
341,380.2
342,380.2
343,380.1
344,380.1
345,380.1
346,380.0
347,380.0
348,380.0
349,379.9
350,379.9
351,379.9
352,379.9
353,379.8
354,379.8
355,379.8
356,379.7
357,379.7
358,379.7
359,379.7
360,379.6
361,379.6
362,379.6
363,379.5
364,379.5
365,379.5
366,379.5
367,379.5
368,379.4
369,379.4
370,379.4
371,379.4
372,379.4
373,379.4
374,379.4
375,379.4
376,379.3
377,379.3
378,379.3
379,379.3
380,379.3
381,379.3
382,379.3
383,379.3
384,379.3
385,379.3
386,379.3
387,379.3
388,379.3
389,379.3
390,379.3
391,379.3
392,379.3
393,379.3
394,379.3
395,379.3
396,379.3
397,379.3
398,379.3
399,379.4
400,379.4
401,379.4
402,379.4
403,379.4
404,379.4
405,379.4
406,379.4
407,379.4
408,379.4
409,379.4
410,379.4
411,379.4
412,379.4
413,379.4
414,379.4
415,379.4
416,379.5
417,379.5
418,379.5
419,379.5
420,379.5
421,379.5
422,379.5
423,379.5
424,379.5
425,379.5
426,379.5
427,379.5
428,379.5
429,379.5
430,379.5
431,379.5
432,379.5
433,379.5
434,379.5
435,379.5
436,379.5
437,379.5
438,379.5
439,379.5
440,379.5
441,379.6
442,379.6
443,379.6
444,379.6
445,379.6
446,379.6
447,379.6
448,379.6
449,379.6
450,379.6
451,379.6
452,379.6
453,379.6
454,379.6
455,379.6
456,379.6
457,379.6
458,379.6
459,379.6
460,379.6
461,379.6
462,379.6
463,379.6
464,379.6
465,379.6
466,379.6
467,379.6
468,379.6
469,379.6
470,379.7
471,379.7
472,379.7
473,379.7
474,379.7
475,379.7
476,379.7
477,379.7
478,379.7
479,379.7
480,379.7
481,379.7
482,379.7
483,379.7
484,379.7
485,379.7
486,379.7
487,379.7
488,379.7
489,379.7
490,379.7
491,379.7
492,379.7
493,379.7
494,379.7
495,379.7
496,379.7
497,379.7
498,379.7
499,379.7
500,379.7
501,379.7
502,379.7
503,379.7
504,379.7
505,379.8
506,379.8
507,379.8
508,379.8
509,379.8
510,379.8
511,379.8
512,379.8
513,379.8
514,379.8
515,379.8
516,379.8
517,379.8
518,379.8
519,379.8
520,379.8
521,379.8
522,379.8
523,379.8
524,379.8
525,379.8
526,379.8
527,379.8
528,379.8
529,379.8
530,379.8
531,379.8
532,379.8
533,379.8
534,379.8
535,379.8
536,379.8
537,379.8
538,379.8
539,379.8
540,379.8
541,379.8
542,379.8
543,379.8
544,379.8
545,379.8
546,379.9
547,379.9
548,379.9
549,379.9
550,379.9
551,379.9
552,379.9
553,379.9
554,379.9
555,379.9
556,379.9
557,379.9
558,379.9
559,379.9
560,379.9
561,379.9
562,379.9
563,379.9
564,379.9
565,379.9
566,379.9
567,379.9
568,379.9
569,379.9
570,379.9
571,379.9
572,379.9
573,379.9
574,379.9
575,379.9
576,379.9
577,379.9
578,379.9
579,379.9
580,379.9
581,379.9
582,379.9
583,379.9
584,379.9
585,379.9
586,379.9
587,379.9
588,379.9
589,379.9
590,379.9
591,379.9
592,379.9
593,379.9
594,379.9
595,379.9
596,379.9
597,379.9
598,379.9
599,379.9
600,379.9
601,379.9
602,379.9
603,379.9
604,379.9
605,379.9
606,379.9
607,379.9
608,379.9
609,380.0
610,380.0
611,380.0
612,380.0
613,380.0
614,380.0
615,380.0
616,380.0
617,380.0
618,380.0
619,380.0
620,380.0
621,380.0
622,380.0
623,380.0
624,380.0
625,380.0
626,380.0
627,380.0
628,380.0
629,380.0
630,380.0
631,380.0
632,380.0
633,380.0
634,380.0
635,380.0
636,380.0
637,380.0
638,380.0
639,380.0
640,380.0
641,380.0
642,380.0
643,380.0
644,380.0
645,380.0
646,380.0
647,380.0
648,380.0
649,380.0
650,380.0
651,380.0
652,380.0
653,380.0
654,380.0
655,380.0
656,380.0
657,380.0
658,380.0
659,380.0
660,380.0
661,380.0
662,380.0
663,380.0
664,380.0
665,380.0
666,380.0
667,380.0
668,380.0
669,380.0
