Timestamp,Temperatures
0,339.9
1,339.9
2,339.9
3,339.9
4,339.9
5,340.0
6,340.0
7,340.0
8,340.0
9,340.0
10,340.0
11,340.0
12,340.0
13,340.0
14,340.0
15,340.1
16,340.1
17,340.1
18,340.1
19,340.1
20,340.1
21,340.1
22,340.1
23,340.1
24,340.1
25,340.1
26,340.1
27,340.1
28,340.1
29,340.1
30,340.2
31,340.2
32,340.2
33,340.2
34,340.2
35,340.2
36,340.2
37,340.2
38,340.2
39,340.2
40,340.2
41,340.2
42,340.2
43,340.2
44,340.2
45,340.2
46,340.2
47,340.2
48,340.2
49,340.2
50,340.2
51,340.2
52,340.2
53,340.2
54,340.2
55,340.2
56,340.2
57,340.2
58,340.2
59,340.1
60,340.1
61,340.1
62,340.1
63,340.1
64,340.1
65,340.1
66,340.1
67,340.1
68,340.1
69,340.1
70,340.1
71,340.1
72,340.1
73,340.1
74,340.1
75,340.1
76,340.1
77,340.1
78,340.1
79,340.1
80,340.1
81,340.1
82,340.1
83,340.1
84,340.0
85,340.0
86,340.0
87,340.0
88,340.0
89,340.0
90,340.0
91,340.0
92,340.0
93,340.0
94,340.0
95,340.0
96,340.0
97,340.0
98,340.0
99,340.0
100,340.0
101,340.0
102,340.0
103,340.0
104,340.0
105,340.0
106,340.0
107,340.0
108,340.0
109,340.0
110,340.0
111,340.0
112,340.0
113,340.0
114,340.0
115,340.0
116,340.0
117,340.0
118,339.9
119,339.9
120,339.9
121,339.9
122,339.9
123,339.9
124,339.9
125,339.9
126,339.9
127,339.9
128,339.9
129,339.9
130,339.9
131,339.9
132,339.9
133,339.9
134,339.9
135,339.9
136,339.9
137,339.9
138,339.9
139,339.9
140,340.0
141,340.0
142,340.0
143,340.0
144,340.0
145,340.0
146,340.0
147,340.0
148,340.0
149,340.0
150,340.0
151,340.0
152,340.0
153,340.0
154,340.0
155,340.0
156,340.0
157,340.0
158,340.0
159,340.0
160,340.0
161,340.0
162,340.0
163,340.0
164,340.0
165,340.0
166,340.0
167,340.0
168,340.0
169,340.0
170,340.0
171,340.0
172,340.0
173,340.0
174,340.0
175,340.0
176,340.0
177,340.0
178,340.0
179,340.0
180,340.0
181,340.0
182,340.0
183,340.0
184,340.0
185,340.0
186,340.1
187,340.1
188,340.1
189,340.2
190,340.2
191,340.3
192,340.4
193,340.4
194,340.5
