Timestamp,Temperatures
0,400.4
1,400.4
2,400.3
3,400.3
4,400.2
5,400.2
6,400.2
7,400.2
8,400.3
9,400.3
10,400.4
11,400.5
12,400.6
13,400.8
14,400.8
15,401.0
16,401.1
17,401.3
18,401.4
19,401.5
20,401.7
21,401.9
22,402.0
23,402.1
24,402.3
25,402.5
26,402.6
27,402.8
28,402.9
29,403.0
30,403.2
31,403.4
32,403.6
33,403.7
34,403.8
35,404.0
36,404.2
37,404.3
38,404.5
39,404.7
40,404.8
41,405.0
42,405.1
43,405.3
44,405.5
45,405.6
46,405.7
47,405.9
48,406.1
49,406.3
50,406.4
51,406.5
52,406.7
53,406.9
54,407.0
55,407.2
56,407.4
57,407.4
58,407.6
59,407.8
60,408.0
61,408.1
62,408.2
63,408.4
64,408.6
65,408.7
66,408.9
67,409.0
68,409.2
69,409.3
70,409.5
71,409.7
72,409.8
73,409.9
74,410.1
75,410.3
76,410.5
77,410.6
78,410.7
79,410.9
80,411.0
81,411.2
82,411.3
83,411.5
84,411.6
85,411.8
86,411.8
87,412.0
88,412.1
89,412.2
90,412.3
91,412.4
92,412.5
93,412.7
94,412.7
95,412.8
96,412.9
97,413.0
98,413.1
99,413.1
100,413.2
101,413.3
102,413.3
103,413.4
104,413.5
105,413.5
106,413.6
107,413.6
108,413.6
109,413.7
110,413.7
111,413.8
112,413.8
113,413.8
114,413.8
115,413.9
116,413.9
117,413.9
118,413.9
119,413.9
120,413.9
121,413.9
122,413.9
123,413.9
124,413.9
125,413.9
126,413.9
127,413.9
128,413.9
129,413.8
130,413.8
131,413.8
132,413.8
133,413.8
134,413.7
135,413.7
136,413.7
137,413.7
138,413.6
139,413.6
140,413.6
141,413.6
142,413.5
143,413.5
144,413.5
145,413.4
146,413.4
147,413.3
148,413.3
149,413.3
150,413.2
151,413.2
152,413.2
153,413.1
154,413.1
155,413.0
156,413.0
157,413.0
158,412.9
159,412.9
160,412.9
161,412.8
162,412.8
163,412.7
164,412.7
165,412.6
166,412.6
167,412.5
168,412.5
169,412.5
170,412.4
171,412.4
172,412.4
173,412.3
174,412.3
175,412.2
176,412.2
177,412.1
178,412.1
179,412.0
180,412.0
181,412.0
182,411.9
183,411.9
184,411.8
185,411.8
186,411.8
187,411.7
188,411.7
189,411.6
190,411.6
191,411.5
192,411.5
193,411.5
194,411.4
195,411.4
196,411.3
197,411.3
198,411.3
199,411.2
200,411.2
201,411.2
202,411.1
203,411.1
204,411.0
205,411.0
206,411.0
207,410.9
208,410.9
209,410.8
210,410.8
211,410.7
212,410.7
213,410.7
214,410.6
215,410.6
216,410.5
217,410.5
218,410.5
219,410.4
220,410.4
221,410.3
222,410.3
223,410.3
224,410.2
225,410.2
226,410.2
227,410.1
228,410.1
229,410.0
230,410.0
231,410.0
232,409.9
233,409.9
234,409.9
235,409.8
236,409.8
237,409.7
238,409.7
239,409.7
240,409.6
241,409.6
242,409.5
243,409.5
244,409.5
245,409.4
246,409.4
247,409.3
248,409.3
249,409.3
250,409.2
251,409.2
252,409.1
253,409.1
254,409.1
255,409.0
256,409.0
257,409.0
258,408.9
259,408.9
260,408.9
261,408.8
262,408.8
263,408.8
264,408.7
265,408.7
266,408.6
267,408.6
268,408.6
269,408.5
270,408.5
271,408.5
272,408.4
273,408.4
274,408.4
275,408.4
276,408.3
277,408.3
278,408.3
279,408.2
280,408.2
281,408.2
282,408.2
283,408.1
284,408.1
285,408.1
286,408.1
287,408.0
288,408.0
289,408.0
290,408.0
291,407.9
292,407.9
293,407.9
294,407.9
295,407.9
296,407.9
297,407.8
298,407.8
299,407.8
300,407.8
301,407.8
302,407.8
303,407.8
304,407.8
305,407.8
306,407.8
307,407.8
308,407.8
309,407.8
310,407.8
311,407.8
312,407.8
313,407.8
314,407.8
315,407.8
316,407.8
317,407.8
318,407.8
319,407.8
320,407.8
321,407.8
322,407.9
323,407.9
324,407.9
325,407.9
326,407.9
327,408.0
328,408.0
329,408.0
330,408.0
331,408.1
332,408.1
333,408.1
334,408.2
335,408.2
336,408.2
337,408.3
338,408.3
339,408.3
340,408.4
341,408.4
342,408.4
343,408.5
344,408.5
345,408.5
346,408.6
347,408.6
348,408.7
349,408.7
350,408.8
351,408.8
352,408.8
353,408.9
354,409.0
355,409.0
356,409.0
357,409.1
358,409.1
359,409.2
360,409.2
361,409.3
362,409.3
363,409.4
364,409.4
365,409.5
366,409.5
367,409.6
368,409.6
369,409.7
370,409.7
371,409.8
372,409.8
373,409.8
374,409.9
375,409.9
376,410.0
377,410.0
378,410.1
379,410.1
380,410.1
381,410.2
382,410.2
383,410.3
384,410.3
385,410.4
386,410.4
387,410.4
388,410.5
389,410.5
390,410.5
391,410.6
392,410.6
393,410.6
394,410.7
395,410.7
396,410.7
397,410.8
398,410.8
399,410.8
400,410.9
401,410.9
402,410.9
403,410.9
404,411.0
405,411.0
406,411.0
407,411.0
408,411.0
409,411.1
410,411.1
411,411.1
412,411.1
413,411.1
414,411.1
415,411.2
416,411.2
417,411.2
418,411.2
419,411.2
420,411.2
421,411.2
422,411.2
423,411.2
424,411.2
425,411.2
426,411.3
427,411.3
428,411.3
429,411.3
430,411.3
431,411.3
432,411.3
433,411.3
434,411.3
435,411.3
436,411.3
437,411.3
438,411.3
439,411.3
440,411.2
441,411.2
442,411.2
443,411.2
444,411.2
445,411.2
446,411.2
447,411.2
448,411.2
449,411.2
450,411.2
451,411.2
452,411.1
453,411.1
454,411.1
455,411.1
456,411.1
457,411.1
458,411.1
459,411.1
460,411.0
461,411.0
462,411.0
463,411.0
464,411.0
465,411.0
466,411.0
467,410.9
468,410.9
469,410.9
470,410.9
471,410.9
472,410.8
473,410.8
474,410.8
475,410.8
476,410.8
477,410.8
478,410.7
479,410.7
480,410.7
481,410.7
482,410.7
483,410.6
484,410.6
485,410.6
486,410.6
487,410.5
488,410.5
489,410.5
490,410.5
491,410.5
492,410.5
493,410.4
494,410.4
495,410.4
496,410.4
497,410.4
498,410.3
499,410.3
500,410.3
501,410.3
502,410.2
503,410.2
504,410.2
505,410.2
506,410.2
507,410.1
508,410.1
509,410.1
510,410.1
511,410.1
512,410.0
513,410.0
514,410.0
515,410.0
516,410.0
517,409.9
518,409.9
519,409.9
520,409.9
521,409.9
522,409.9
