Timestamp,Temperatures,SetPoints
0,8.63,10
1,8.61,10
2,8.59,10
3,8.59,10
4,8.61,10
5,8.62,10
6,8.62,10
7,8.63,10
8,8.69,10
9,8.73,10
10,8.8,10
11,8.83,10
12,8.94,10
13,8.99,10
14,9.07,10
15,9.12,10
16,9.24,10
17,9.3,10
18,9.37,10
19,9.4,10
20,9.51,10
21,9.57,10
22,9.62,10
23,9.66,10
24,9.75,10
25,9.78,10
26,9.81,10
27,9.83,10
28,9.9,10
29,9.92,10
30,9.93,10
31,9.93,10
32,9.98,10
33,9.99,10
34,9.99,10
35,10.0,10
36,10.01,10
37,10.01,10
38,9.99,10
39,10.01,10
40,10.03,10
41,10.02,10
42,10.0,10
43,10.02,10
44,10.03,10
45,10.03,10
46,10.02,10
47,10.03,10
48,10.02,10
49,9.99,10
50,10.0,10
51,10.03,10
52,10.02,10
53,9.99,10
54,10.01,10
55,10.02,10
56,10.02,10
57,9.99,10
58,10.0,10
59,10.01,10
60,9.99,10
61,9.99,10
62,10.0,10
63,10.03,10
64,10.02,10
65,10.01,10
66,10.0,10
67,10.01,10
68,10.02,10
69,10.01,10
70,10.0,10
71,10.01,10
72,10.02,10
73,10.02,10
74,10.0,10
75,10.01,10
76,10.03,10
77,10.02,10
78,9.99,10
79,10.0,10
80,10.03,10
81,10.02,10
82,10.0,10
83,9.99,10
84,10.01,10
85,10.0,10
86,9.98,10
87,9.99,10
88,9.99,10
89,9.98,10
90,9.97,10
91,10.0,10
92,10.01,10
93,9.99,10
94,9.98,10
95,10.01,10
96,10.01,10
97,10.0,10
98,10.0,10
99,10.0,10
100,9.99,10
101,9.97,10
102,9.98,10
103,10.01,10
104,9.99,10
105,9.97,10
106,9.99,10
107,10.0,10
108,10.0,10
109,9.99,10
110,9.99,10
111,10.01,10
112,9.99,10
113,10.0,10
114,10.01,10
115,10.02,10
116,10.01,10
117,10.0,10
118,10.01,10
119,10.02,10
120,9.99,10
121,9.99,10
122,10.0,10
123,9.99,10
124,9.97,10
125,9.98,10
126,10.0,10
127,10.0,10
128,9.99,10
129,9.99,10
130,10.01,10
131,10.0,10
132,9.99,10
133,10.0,10
134,10.02,10
135,10.0,10
136,9.99,10
137,10.01,10
138,10.03,10
139,10.01,10
140,10.0,10
141,10.01,10
142,10.02,10
143,9.99,10
144,9.99,10
145,10.0,10
146,10.0,10
147,9.97,10
148,10.0,15
149,10.01,15
150,10.33,15
151,10.98,15
152,11.38,15
153,12.32,15
154,12.84,15
155,14.0,15
156,14.44,15
157,14.92,15
158,15.05,15
159,15.19,15
160,15.19,15
161,15.12,15
162,15.08,15
163,15.03,15
164,15.01,15
165,15.01,15
166,15.02,15
167,15.02,15
168,15.02,15
169,15.03,15
170,15.03,15
171,15.02,15
172,15.01,15
173,15.01,15
174,15.02,15
175,15.01,15
176,15.0,15
177,15.01,15
178,15.02,15
179,15.02,15
180,15.02,15
181,15.02,15
182,15.02,15
183,15.02,15
184,15.02,15
185,15.0,15
186,15.0,15
187,15.01,15
188,15.01,15
189,14.99,15
190,14.99,15
191,15.01,15
192,15.01,15
193,15.0,15
194,15.0,15
195,15.01,15
196,15.01,15
197,15.01,15
198,15.02,15
199,15.01,15
200,15.02,15
201,15.03,15
202,15.02,15
203,15.01,15
204,15.02,15
205,15.02,15
206,15.0,15
207,14.99,15
208,14.99,15
209,15.0,15
210,14.99,15
211,14.99,15
212,15.0,15
213,15.01,15
214,15.02,15
215,15.01,15
216,15.01,15
217,15.02,15
218,15.01,15
219,15.01,15
220,15.0,15
221,15.0,15
222,15.0,15
223,15.01,15
224,15.02,15
225,15.02,15
226,15.02,15
227,15.03,15
228,15.04,15
229,15.02,15
230,15.01,15
231,15.0,15
232,15.0,15
233,14.99,15
234,14.99,15
235,14.99,15
236,15.0,15
237,15.0,15
238,15.0,15
239,15.0,15
240,14.99,15
241,14.99,15
242,15.0,15
243,14.99,15
244,14.98,15
245,14.99,15
246,15.0,15
247,14.99,15
248,14.98,15
249,15.0,15
250,15.0,15
251,15.0,15
252,15.0,15
253,15.01,15
254,15.0,15
255,15.0,15
256,15.01,15
257,15.0,15
258,14.99,15
259,15.0,15
260,15.0,15
261,15.0,15
262,14.99,15
263,15.0,15
264,15.01,15
265,15.0,15
266,15.0,15
267,15.01,15
268,15.01,15
269,15.01,15
270,15.01,15
271,15.0,15
272,15.0,15
273,15.0,15
274,15.0,15
275,15.0,15
276,14.99,15
277,15.0,15
278,15.01,15
279,15.0,15
280,15.0,15
281,15.01,15
282,15.01,20
283,15.01,20
284,15.13,20
285,15.25,20
286,15.57,20
287,15.76,20
288,16.18,20
289,16.42,20
290,16.92,20
291,17.13,20
292,17.46,20
293,17.6,20
294,17.86,20
295,18.07,20
296,18.17,20
297,18.34,20
298,18.42,20
299,18.56,20
300,18.62,20
301,18.75,20
302,18.81,20
303,18.91,20
304,18.96,20
305,19.06,20
306,19.1,20
307,19.19,20
308,19.23,20
309,19.31,20
310,19.35,20
311,19.43,20
312,19.46,20
313,19.53,20
314,19.56,20
315,19.63,20
